Cause,Title
Falls, Employee Killed In Fall From Bridge Under Construction 
Falls, Employee Killed In Fall From Bridge 
Falls, Employee'S Injured When Falsework Collapses And They Fall 
Falls, Employee Killed In Fall When Walkway Collapses 
Falls, Employee Killed In Fall When Bridge Form Collapses 
Falls, Employee Injured In Fall When Bridge Deck Fails 
Other, Employee'S Foot Injured By Falling Bridge Support Beam 
Struck By Moving Objects, Employee Is Struck By Falling Object And Is Killed 
Collapse of object, Employee'S Foot Injured While Bridging 
Caught in/between Objects, Employee'S Legs Amputated By Rock Crusher 
Falls, Employee'S Spine Is Fractured In Fall From Elevated Level 
Struck By Moving Objects, Employee Struck By Bar Joist 
Struck By Moving Objects, Employee Is Struck By Broken Boom And Dies 
Falls, Employee Injured In Fall When Scaffold Cable Snaps 
Falls, Employee Killed In Fall Over Side Of High Rise 
Falls, Two Employees Killed In Fall When Gondola Cable Breaks 
Struck By Moving Objects, Employee Is Killed When Crane Cable Fails And Releases Load 
Falls, Employee Killed In Fall From Hoist Line On Communication Tow 
Struck By Moving Objects, Employee Dies After Being Struck By Broken Cable 
Falls, Employee Injured In Fall When Ejected From Truck Bucket 
Falls, Two Employees Are Killed In Fall When Scaffold Cable Broke 
Struck By Moving Objects, Employee Suffered Face Injury From A Broken Cable 
Struck By Moving Objects, Machine Operator Is Injured While Removing Piles 
Struck By Moving Objects, Two Employees Are Killed When Struck By Steel Sheet 
Caught in/between Objects, Employee Is Killed By Falling Concrete Block 
Struck By Moving Objects, Employee Is Killed After Being Struck By A Rolling Object 
Struck By Moving Objects, Employee Receives Injuries When Struck By Broken Chain 
Falls, Employee'S Jaw Fractured When Struck By Flying Chain 
Struck By Moving Objects, Employee Killed When Struck By Falling Load 
Struck By Moving Objects, Employee Is Killed When Sling Breaks And Load Falls On Him 
Caught in/between Objects, Employee'S Legs  Crushed By Concrete Block 
Struck By Moving Objects, Employee'S Knee Fractured When Struck By Flying Equipment 
Struck By Moving Objects, Employee Killed When Struck By Swinging Trash Box 
Other, Worker Cuts Face When Piece Of Glass He Was Moving Breaks 
Electrocution, Employee Falls From Ladder After Receiving Electric Shock 
Falls, Employee Lacerates Wrist In Fall Through Greenhouse Roof 
Struck By Moving Objects, Employee'S Arm Lacerated By Shattered Glass 
Other, Employee'S Arm Lacerated When Struck By Falling Glass 
Falls, Employee Fractures Ankle In Fall From Ladder 
Falls, Employee Falls From Scaffold  Punctures Lung  Fractures Ribs 
Falls, Employee Falls From Aerial Lift  Later Dies 
Struck By Moving Objects, Employee Is Killed After Being Struck By Beam And Falling 
Falls, Employee Killed In Fall When Stairway Railing Fails 
Falls, Employee Injured In Fall Down Stairs During Installation Con 
Falls, Employee Killed In Fall When Catwalk Collapses 
Struck By Moving Objects, Employee'S Arm Crushed By Falling Pipe 
Falls, Employee Is Killed When Crushed By Falling Ripper Shank 
Falls, Employee Is Injured In Fall While Walking On Steel Beam 
Falls, Employee Injured In Fall When Bracing Fails 
Electrocution, Employee Dies From Electric Shock 
Other, Employee Injured When Forklift Tips Forward 
Falls, Foreman Is Injured In Fall 
Falls, Employee Injured By Fall When Tripped Over Broom Handle 
Caught in/between Objects, Employee Pulled Into Chipper And Killed 
Struck By Moving Objects, Employee Killed When Hit In Head By Piece Of Metal 
Struck By Moving Objects, Owner Is Struck And Killed When Loader/Excavator Fails 
Collapse of object, Employee Is Injured When Elevator Leg Collapses 
Falls, Employee Is Killed In Fall From Truck Bucket 
Struck By Moving Objects, Employee'S Leg And Hip Are Fractured By Excavator 
Falls, Employee Dies After Falling From Bucket Elevator 
Struck By Moving Objects, Employee Is Killed When Struck By Skid Steer Loader 
Struck By Moving Objects, Employee Is Killed When Tree Crushed Cab Of Excavator 
Struck By Moving Objects, Employee Is Killed When Struck By Excavator Bucket 
Falls, Employee Falls From Second
Falls, Worker Is Killed In Fall From Ladder 
Falls, Employee Falls From An Elevator  Later Dies 
Falls, Construction Worker Is Killed In Fall From Ladder 
Falls, Residential Siding Installer Is Killed In Fall From Ladder 
Other, Carpenter Sawing Rafter Is Injured When Rafter Slips 
Falls, Employee Suffers Abrasions In Fall From Scaffold 
Falls, Employee Is Injured In Fall From A
Falls, Employee Is Injured In Slip And Fall From Roof 
Collapse of object, One Employee Is Killed  One Is Injured In Building Collapse 
Falls, Worker Fractures Back In Fall From Temporary Platform 
Falls, Employee Is Injured In Fall When Building Collapses 
Collapse of object, Two Employees Are Injured When Building Structure Collapses 
Falls, Employee Dies After Fall When Building Collapses 
Collapse of object, One Is Killed And Another Is Injured When Building Collapses 
Collapse of object, Employee Is Killed By Falling Debris In Building Collapse 
Struck By Moving Objects, Employee Killed When Struck By Falling Steel Beam 
Collapse of object, Demolition Worker Is Killed When Structure Collapses 
Collapse of object, Employee Sustains Fractures And Burns In Collapse Of Kiln 
Collapse of object, Employees Are Injured In Collapse While Pouring Concrete 
Collapse of object, Employee Is Killed When Building Walls Collapse On Him 
Falls, Staircase Collapses Killing Employee 
Collapse of object, Two Employees Injured When Trusses Collapsed 
Falls, Employee Injured In Fall When Cow Knocks Over Ladder 
Falls, Employee Fractures Hip In Fall Into Catch Basin 
Struck By Moving Objects, Employee Is Crushed When Dozer Rolls Over And Killed 
Struck By Moving Objects, Employee Dies In Bulldozer Rollover 
Struck By Moving Objects, Employee Is Killed By Backing Bulldozer 
Drowning, Employee Drowns When Bulldozer Enters Lake 
Struck By Moving Objects, Employee Is Killed In Bulldozer Rollover 
Drowning, Employee Drowns After Dozer Slips Into Water 
Struck By Moving Objects, Employee Is Killed When Bulldozer Tips Over 
Struck By Moving Objects, Employee Is Hit By Bulldozer 
Struck By Moving Objects, Employee Struck By Pipe 
Struck By Moving Objects, Employee Is Struck By Bull Dozer  Receives Serious Injuries 
Other, Employee Is Killed After Ejected From Flipping Bulldozer 
Collapse of object, One Worker Is Killed  One Is Injured In Trench Collapse 
Collapse of object, Employee Is Buried When Excavation Side Collaspes  Dies 
Suffocation, Construction Worker Excavating Trench Is Killed In Cave
Collapse of object, Employee Is Injured In Trench Collapse 
Collapse of object, Employee Is Killed In Retaining Wall Collapse 
Collapse of object, Employees Are Injuried When Trench Caves 
Collapse of object, Employee Is Fatally Caught In An Excavation Collapse 
Drowning, Employee Is Killed In Fall Into Water Well 
Collapse of object, Employee Is Buried Under Collapsed Wall 
Collapse of object, Employee Dies After Being Buried In Excavation Collapse 
Collapse of object, Employee Is Killed When Trench Caves
Collapse of object, Employee Is Killed When Trench Caves 
Other, Worker Is Burned In Arc Flash From Electric Panelboard 
Fires and Explosion, Employee Sustains Heat Burns On Legs When Fire Ignites 
Fires and Explosion, Two Demolition Workers Killed In Flash Fire  Explosion 
Fires and Explosion, Electrician Injured In An Arc Flash 
Electrocution, Electrical Worker Is Killed While Pulling Wire 
Falls, Electrical Worker Is Shocked While Installing Switch Gear 
Electrocution, Employee Is Burned By Arc Flash 
Electrocution, Employee Is Electrocuted By Panel 
Electrocution, Employee Killed By Contact With Live Buss In Electric Panel 
Fires and Explosion, Five Employees Burned In Arc Flash; One Later Dies 
Electrocution, Employee Is Killed After Electrical Shock And Fall 
Electrocution, Employee Burned In Arc Flash During Meter Installation 
Fires and Explosion, Employee Burned By Arc Flash In Work On Electrical Cabinet 
Suffocation, Employee Dies Of Asphyxia From Butane Inhalation 
Falls, Employee Falls And Receives Severe Bruising 
Falls, Employee Is Impaled On Buttocks By Uncapped Rebar 
Falls, Employee Injured When Impaled On Scaffold Support 
Falls, Employee Injured In Backward Fall When Impaled On Rebar 
Falls, Two Employees Killed In Fall From Basket Attached To Crane 
Electrocution, Employee Burned In Arc Blast After Drilling Into Energized L 
Falls, Employee Injured In Fall From Elevation 
Falls, Employee Falls From Ladder And Suffers Minor Injuries 
Falls, Employee Is Killed In Fall From Ladder 
Falls, Cable Technician Sustains Fractures In Fall From Ladder 
Falls, Cable Installer Trips And Fractures Ankle 
Other, Employee Drowns In Canal While Grading Slope 
Suffocation, Employee Drowned When Bobcat Flips And Pins Him Underwater 
Falls, Employee Is Exposed To Hazardous Substance 
Other, Employee Dies Of Lung Cancer While At Work 
Electrocution, Employee Electrocuted By Exposed Capacitor Parts 
Electrocution, Employee Is Killed While Changing A Capacitor 
Electrocution, Electric Shock 
Electrocution, Electric Shock 
Suffocation, Employee Dies Of Asphyxia In Sewer 
Suffocation, Employee Dies On Barge Of Carbon Dioxide Poisoning 
Fires and Explosion, Employee Is Burned When He Cuts Into Petroleum Tank 
Suffocation, Employee Dies From Asphyxiation In Manhole 
Suffocation, Employee Dies When Generator Exhaust Causes Asphyxiation 
Suffocation, Employees Are Overcome By Carbon Monoxide In Tunnel 
Suffocation, Employee Dies Of Carbon Monoxide And Glycolic Acid Exposure 
Suffocation, Two Employees Overcome By Carbon Monoxide Gas 
Suffocation, Three Employees Are Treated For Inhaling Carbon Monoxide 
Suffocation, Employees Sustain Carbon Monoxide Poisoning 
Fires and Explosion, Employee Burns Hand And Forearm While Starting Truck 
Other, Employee Burns Hand While Priming Carburator 
Other, Worker Dies After Asthma Attack And Cardiac Arrest 
Electrocution, Handyman Installing Attic Exhaust Fan Is Found Dead 
Other, Worker Collapses And Dies From Heart Attack 
Other, Employee Dies From Heart Attack 
Other, Worker Found Unconscious Dies Of Cardiovascular Disease 
Falls, Carpenter Falls During Framing And Sustains Hand Fractures 
Other, Owner Is Killed When Thrown From Forklift 
Falls, Worker Injures Shoulder And Rib In Fall From Scaffold 
Falls, Employee Falls From Platform  Fractures Leg And Foot 
Falls, Carpenter Falls 10 Ft To Ground And Is Injured 
Other, Employee Amputates Thumb With Saw (Skilsaw) 
Other, Worker Using Saw Cuts Hand  Three Fingers Are Amputated 
Struck By Moving Objects, Nail Strikes Carpenter In Eye 
Other, Skilsaw Kicks Back While Cutting And Lacerates Workers Leg 
Falls, Worker Falls In Truck Bed And Breaks Tibia 
Other, Worker Loses Control Of Saw And Lacerates Leg 
Falls, Construction Foreman Falls From Scaffold And Injures Head 
Falls, Construction Worker Killed In Fall From Scaffold 
Falls, Employee Fractures Vertebrae In Fall From Mobile Scaffold 
Falls, Employee Injured In Fall When Rolling Platform Overturned 
Caught in/between Objects, Employee'S Arm Is Amputated When Pulled Into Well Cathead 
Falls, Two Killed And One Employee Injured From Fall 
Struck By Moving Objects, Employee Killed When Struck By Loader Bucket 
Collapse of object, Employee'S Finger Is Crush By Falling Metal Catwalk 
Falls, Truck Driver Fractures Leg In Fall From Trailer Catwalk 
Falls, Employee Is Injured When Catwalk Collapses 
Falls, Employee Dies In Fall 
Falls, Electrician Injures Back In Fall From Catwalk 
Falls, Employee Falls Into Basement Area 
Falls, Employee Is Killed In Fall From Roof 
Falls, Employee Is Killed By 15
Caught in/between Objects, Worker'S Toes Are Fractured When Truck Rolls Forward 
Caught in/between Objects, Driller'S Leg Is Fractured When Struck By Pipe Wrench 
Collapse of object, Employee Is Killed When Trench Caves In 
Collapse of object, Worker Sustains Multiple Injuries When Trench Collapses 
Collapse of object, Employee Gets Engulfed From Partial Trench Cave
Collapse of object, Laborer Suffers Multiple Fractures When Trench Collapses 
Collapse of object, Employee Is Asphyxiated In Trench Collapse 
Collapse of object, Employee Is Injured While Working In Trench 
Collapse of object, Employee Is Not Injured In Trench Collapse 
Collapse of object, Trench Cave
Collapse of object, Employee Is Injured In Trench Collapse 
Collapse of object, Two Employees Are Injured In Trench Cave In 
Collapse of object, Employee Is Killed And Employee Injured In Trench Collapse 
Falls, Painter Sustains Multiple Injuries In Fall From Ladder 
Falls, Worker Falls From Elevation And Fractures Hip 
Falls, Hvac Worker Injured In Fall Through Suspended Ceiling Grid 
Falls, Employee Falls Through Ceiling And Is Injured 
Falls, Carpenter Falls From Ladder And Fractures Skull And Face 
Falls, Worker Is Injured In Fall From Defective Scaffold 
Falls, Employee Suffers Multiple Fractures In Fall From A Scaffold 
Falls, Employee Fractures Ankle In Fall Through Ceiling 
Falls, Employee Is Injured In Fall Through Drop Ceiling 
Falls, Employee Is Killed In Fall Through Ceiling Opening 
Falls, Employee Fractures Spine In Fall Through Ceiling Panel 
Falls, Employee Falls Through Ceiling Opening  Sustains Fractures 
Falls, Employee Is Injured In Fall From Stepladder 
Falls, Employee Fractured Tibia And Fibula In Fall Through Ceiling 
Collapse of object, Demolition Worker Is Killed In Tower Collapse 
Struck By Moving Objects, Three Employees Are Injured When Concrete Pipe Erupts 
