Cause,Title
Struck By Moving Objects,two employee injured flying sprinkler valve head
Suffocation,pipe welder poisoned inhaled chemical fume
Fires and Explosion,worker exposed chemical fume
Suffocation,employee overcome hydrogen sulfide dy fall
Falls,three employee injured diversion plate fall
Struck By Moving Objects,employee struck panel sustains laceration
Other,employeei dy struck concrete truck
Falls,employee fracture heel fall ladder
Falls,employee fall roof dy
Falls,employee fall 18 foot roof
Falls,chimney installer injured fall roof
Falls,employee killed fall roof
Falls,employee killed fall scaffold
Falls,employee leg fractured miss
Falls,employee killed fall extension ladder
Falls,employee dy fall chimney
Struck By Moving Objects,employee struck killed falling fireproofing
Struck By Moving Objects,employee killed pinned truck spreader
Other,employee amputates finger using wood chipper
Falls,employee killed fall roof
Falls,employee lift basket killed truck overturn
Struck By Moving Objects,employee killed run truck
Falls,steelworker fracture wrist fall beam
Other,employee leg fractured struck falling crane load
Falls,employee fell ground
Electrocution,employee electrocuted
Electrocution,electrician shocked underground wire
Other,burn
Electrocution,burn
Electrocution,burn
Fires and Explosion,employee burned arc flash
Fires and Explosion,employee burned arc flash
Other,employee foot struck cut circular saw
Other,foreman finger amputated power saw kick back
Other,worker bust lip circular saw
Other,power saw operator hand cut saw kick back
Other,operator toe almost severed power saw kick back
Other,employee amputates hand using circular saw
Other,employee get abdominal laceration circular saw
Caught in/between Objects,worker amputates thumb tip circular saw
Other,worker amputates fingertip circular saw
Falls,employee dy collapsing work platform
Struck By Moving Objects,employee dy blood clot caused leg injury
Electrocution,worker shocked contact energized cabinet
Fires and Explosion,employee burn hand solvent glove ignite
Other,power line worker burned arc flash
Struck By Moving Objects,employee killed fall scissor lift
Struck By Moving Objects,employee crushed chipper frame chute
Collapse of object,employee killed struck falling beam
Electrocution,one electrocuted one burned pole contact power line
Falls,employee suffers fracture fall ladder
Falls,employee skull arm fractured fall pole
Falls,employee sustains multiple injury fall
Other,worker poisoned turbo blaster strike wrist
Other,worker placing concrete injured struck hose
Struck By Moving Objects,employee struck moving vehicle killed
Other,employee injured struck clutch
Fires and Explosion,employee injured coal dust explosion
Falls,employee killed fall scaffold
Exposure to extreme temperatures,employee suffers heat stress removing roof
Suffocation,employee dy asphyxiation fall coal bin
Fires and Explosion,employee injured coal dust ignited burning
Other,employee injects roof coating finger later amputated
Suffocation,employee killed applying wall coating
Falls,employee injured fall cofferdam
Struck By Moving Objects,employee killed pinned two concrete piling
Struck By Moving Objects,employee killed struck steel beam
Struck By Moving Objects,employee leg crushed falling cofferdam
Caught in/between Objects,employee injured working alongside crane
Other,employee drowns fall walkway river
Falls,employee injured fall ladder used set piling
Drowning,employee drowns caught coffer dam
Caught in/between Objects,employee killed caught rotating barrel cooler
Fires and Explosion,employee burned asphyxiated explosion
Collapse of object,foreman leg fractured struck falling wall
Falls,employee sustains fracture fall wall collapse
Struck By Moving Objects,worker finger amputated portable tower fall
Struck By Moving Objects,worker injured wall fall demolition
Falls,four hvac worker injured floor collapse
Falls,three worker fall collapsing patio sustain burn
Falls,two worker fall scaffold one dy
Falls,two painter injured fall scaffold rope break
Exposure to extreme temperatures,employee dy possible heat stroke
Falls,employee fracture several bone fall ladder
Falls,employee injured fall ladder
Falls,worker sustains fracture fall ladder jack scaffold
Falls,employee injured fall roof
Falls,employee injured fall roof
Falls,employee sustains multiple fracture fall roof
Falls,employee injured fall roof
Falls,employee injured fall ladder
Falls,two utility worker injured truck strike lift
Struck By Moving Objects,employee foot struck crushed concrete column
Struck By Moving Objects,employee leg injured falling beam
Falls,employee suffers several fracture due man lift turn ov
Falls,two employee injured structural collapse
Struck By Moving Objects,employeee break leg pinned forklift
Struck By Moving Objects,welder cut support column killed falling column
Fires and Explosion,worker burned grain dust explosion
Fires and Explosion,employee killed chemical explosion
Fires and Explosion,employee killed exploding drum
Exposure to extreme temperatures,employee burned flash fire
Fires and Explosion,employee dy burn received welding
Other,employee catch finger pole rail later amputated
Falls,employee fall ladder injured
Struck By Moving Objects,employee injured struck aerial boom lift
Falls,communication tower worker killed fall
Falls,employee fall ladder later dy
Drowning,employee injured fall vault
Electrocution,employee killed cause undetermined
Falls,employee killed fall ladder
Electrocution,employee electrocuted power line
Electrocution,employee electrocuted contacting power line
Falls,employee killed fall communication tower
Electrocution,employee burned electric arc
Falls,steel worker killed fall tower
Falls,employee killed fall communication tower
Falls,employee killed fall communication tower
Falls,employee killed fall communication tower
Falls,employee fall painting tower
Falls,employee killed fall tower
Falls,employee killed fall radio tower
Falls,employee killed 380 ft fall tower
Electrocution,electric shock
Falls,employee dy fall aerial lift
Falls,employee fall suffers head injury
Other,painter injured struck pressurized paint
Falls,roofer cleaning air blower fall ten foot roof
Struck By Moving Objects,worker killed air blast sprinkler system
Fires and Explosion,worker dy acetylene gas explodes
Suffocation,fume combustion engine kill three painter
Falls,worker killed fall deck
Falls,worker fracture neck fall truck
Falls,worker fall pit dislocates knee
Struck By Moving Objects,worker injured struck steel taper tie
Falls,roofer killed fall skylight
Struck By Moving Objects,employee killed pinned aerial lift
Struck By Moving Objects,employee injured concrete rail crush foot
Struck By Moving Objects,employee struck falling concrete column killed
Struck By Moving Objects,employee run forklift later dy
Collapse of object,employee struck beam dy
Collapse of object,employee fall scaffold
